postal_code,http://webprotege.stanford.edu/R9vkBr0EApzeMGfa0rJGo9G,http://webprotege.stanford.edu/RJAL6Zu9F3EHB35HCs3cYD,http://webprotege.stanford.edu/RcIHdxpjQwjr8EG8yMhEYV,http://webprotege.stanford.edu/RDudF9SBo28CKqKpRN9poYL,http://webprotege.stanford.edu/RLc1ySxaRs4HWkW4m5w2Me
68836,False,False,False,False,False
69130,False,False,False,False,False
69171,False,False,False,False,False
68834,False,False,False,False,False
69028,False,False,False,True,False
68850,False,False,False,False,False
68878,False,False,False,False,False
68863,False,False,False,False,False
68937,False,False,False,False,False
68858,False,False,False,False,False
68118,True,False,False,True,False
68106,True,False,False,True,False
68022,True,False,False,True,False
68135,True,False,False,True,False
68117,True,False,False,True,False
68108,True,False,False,True,False
68137,True,False,False,True,False
68154,True,False,False,True,False
68152,True,False,False,True,False
68007,True,False,False,True,False
68182,True,,,,
68112,True,False,False,True,False
68114,True,False,False,True,False
68116,True,False,False,True,False
68127,True,False,False,True,False
68138,True,False,False,False,False
68197,True,,,,
68145,True,,,,
68179,True,,,,
68139,True,,,,
68175,True,,,,
68122,True,False,False,True,False
68102,True,False,False,True,False
68064,True,False,False,True,False
68136,True,False,False,False,False
68069,True,False,False,True,False
68198,True,,,,
68111,True,False,False,True,False
68144,True,False,False,True,False
68130,True,False,False,True,False
68109,True,,,,
68134,True,False,False,True,False
68107,True,False,False,True,False
68110,True,False,False,True,False
68131,True,False,False,True,False
68147,True,False,False,False,False
68010,True,False,False,True,False
68180,True,,,,
68178,True,False,False,True,False
68105,True,False,False,True,False
68124,True,False,False,True,False
68132,True,False,False,True,False
68142,True,False,False,True,False
68103,True,,,,
68028,True,False,False,False,False
68104,True,False,False,True,False
68128,True,False,False,False,False
68164,True,False,False,True,False
68157,True,False,False,False,False
68183,True,,,,
69129,False,False,False,True,False
69351,False,False,False,True,True
69335,False,False,False,False,False
69149,False,False,False,True,False
69333,False,False,False,True,True
69148,False,False,False,True,False
69190,False,,,,
69147,False,False,False,True,False
69154,False,False,False,True,False
69122,False,False,False,True,False
69340,False,False,False,False,True
68955,False,False,False,False,False
68956,False,False,False,False,False
68831,False,False,False,False,False
68876,False,False,False,False,False
68865,False,False,False,False,False
68832,False,False,False,False,False
68810,False,False,False,False,False
68883,False,False,False,False,False
68803,False,False,False,False,False
68802,False,,,,
68901,False,False,False,False,False
68824,False,False,False,False,False
68869,False,False,False,False,False
68872,False,False,False,False,False
68801,False,False,False,False,False
68980,False,False,False,False,False
68760,False,False,False,False,False
68769,False,False,False,False,True
68786,False,False,False,False,False
68724,False,False,False,False,False
68789,False,False,False,False,False
68783,False,False,False,False,False
68764,False,False,False,False,False
68773,False,False,False,False,False
68763,False,False,False,False,True
68718,False,False,False,False,False
68730,False,False,False,False,False
68729,False,False,False,False,True
68503,False,True,False,False,False
68428,False,True,False,False,False
68526,False,True,False,False,False
68301,False,True,False,False,False
68419,False,True,False,False,False
68017,False,False,False,False,False
68331,False,True,False,False,False
68522,False,True,False,False,False
68523,False,True,False,False,False
68438,False,True,False,False,False
68501,False,,,,
68339,False,True,False,False,False
68360,False,False,False,False,False
68065,False,False,False,False,False
68502,False,True,False,False,False
68507,False,True,False,False,False
68423,False,False,False,False,False
68516,False,True,False,False,False
68528,False,True,False,False,False
68588,False,,,,
68347,False,True,False,False,False
68368,False,True,False,False,False
68506,False,True,False,False,False
68510,False,True,False,False,False
68527,False,True,False,False,False
68003,False,False,False,False,False
68404,False,True,False,False,False
68517,False,True,False,False,False
68529,False,,,,
68372,False,True,False,False,False
68462,False,True,False,False,False
68333,False,False,False,False,False
68402,False,True,False,False,False
68524,False,True,False,False,False
68512,False,True,False,False,False
68465,False,False,False,False,False
68317,False,True,False,False,False
68358,False,True,False,False,False
68514,False,True,False,False,False
68504,False,True,False,False,False
68505,False,True,False,False,False
68366,False,True,False,False,False
68521,False,True,False,False,False
68532,False,True,False,False,False
68508,False,True,False,False,False
68520,False,True,False,False,False
68430,False,True,False,False,False
68461,False,True,False,False,False
68531,False,True,False,False,False
68336,False,True,False,False,False
68542,False,,,,
68059,False,False,False,False,False
68133,False,False,False,False,False
68046,False,False,False,False,False
68113,False,False,False,False,False
68056,False,,,,
68123,False,False,False,False,False
68005,False,False,False,False,False
69358,True,False,False,True,False
69357,True,False,False,True,False
69361,True,False,False,True,False
69352,True,False,False,True,False
69356,True,False,False,True,False
69353,True,False,False,True,False
69355,True,False,False,True,False
69334,True,False,False,True,False
69341,True,False,False,True,False
69166,False,False,False,False,True
69157,False,False,False,True,False
69161,False,False,False,True,False
69163,False,False,False,False,False
69142,False,False,False,False,False
68029,False,False,False,False,False
68044,False,False,False,False,False
68034,False,False,False,False,False
68023,False,False,False,False,False
68008,False,False,False,False,False
68002,False,False,False,False,False
68025,False,False,False,False,False
68068,False,False,False,False,False
68031,False,False,False,False,False
89407,True,,,,
89496,True,,,,
89014,True,True,False,True,False
89012,True,True,False,True,False
89102,True,True,False,True,False
89117,True,True,False,True,False
89103,True,True,False,True,False
89149,True,True,False,True,False
89129,True,True,False,True,False
89146,True,True,False,True,False
89126,True,,,,
89134,True,True,False,True,False
89127,True,,,,
89191,True,True,False,True,False
89112,True,,,,
89111,True,,,,
89037,True,,,,
89030,True,True,False,True,False
89029,True,True,False,True,False
89109,True,True,False,True,False
89084,True,True,False,True,False
89114,True,,,,
89120,True,True,False,True,False
89141,True,True,False,True,False
89158,True,,,,
89170,True,,,,
89157,True,,,,
89151,True,,,,
89024,True,,,,
89104,True,True,False,True,False
89115,True,True,False,True,False
89052,True,True,False,True,False
89148,True,True,False,True,False
89169,True,True,False,True,False
89138,True,True,False,True,True
89180,True,,,,
89130,True,True,False,True,False
89086,True,True,False,True,False
89016,True,,,,
89007,True,True,False,True,True
89155,True,,,,
89087,True,,,,
89153,True,,,,
89006,True,,,,
89027,True,True,False,True,True
89034,True,,,,
89101,True,True,False,True,False
89106,True,True,False,True,False
89160,True,,,,
89166,True,True,False,True,True
89025,True,True,False,True,True
89018,True,True,False,True,False
89009,True,,,,
89125,True,,,,
89195,True,,,,
89002,True,True,False,True,False
89005,True,True,False,True,False
89015,True,True,False,True,False
89028,True,,,,
89033,True,,,,
89021,True,True,False,True,False
89123,True,True,False,True,False
89053,True,,,,
89145,True,True,False,True,False
89143,True,True,False,True,False
89183,True,True,False,True,False
89137,True,,,,
89124,True,True,False,True,True
89162,True,,,,
89039,True,True,False,True,False
89152,True,,,,
89031,True,True,False,True,False
89074,True,True,False,True,False
89121,True,True,False,True,False
89122,True,True,False,True,False
89054,True,True,False,True,False
89147,True,True,False,True,False
89131,True,True,False,True,False
89128,True,True,False,True,False
89178,True,True,False,True,False
89173,True,,,,
89179,True,True,False,True,True
89161,True,True,False,True,False
89132,True,,,,
89046,True,True,False,True,True
89165,True,,,,
89154,True,,,,
89004,True,True,False,True,True
89032,True,True,False,True,False
89119,True,True,False,True,False
89085,True,True,False,True,False
89142,True,True,False,True,False
89144,True,True,False,True,False
89135,True,True,False,True,False
89156,True,True,False,True,False
89193,True,,,,
89105,True,,,,
89011,True,True,False,True,False
89019,True,True,False,True,True
89036,True,,,,
89044,True,True,False,True,False
89108,True,True,False,True,False
89110,True,True,False,True,False
89113,True,True,False,True,False
89118,True,True,False,True,False
89107,True,True,False,True,False
89081,True,True,False,True,False
89077,True,,,,
89139,True,True,False,True,False
89136,True,,,,
89133,True,,,,
89040,True,True,False,True,True
89116,True,,,,
89140,True,,,,
89199,True,,,,
89150,True,,,,
89449,True,False,False,True,True
89413,True,False,False,True,True
89448,True,False,False,True,True
89411,True,False,False,True,True
89410,True,False,False,True,True
89460,True,False,False,True,True
89821,True,False,False,True,True
89825,True,False,False,True,True
89883,True,False,False,True,True
89828,True,False,False,True,True
89823,True,False,False,True,True
89830,True,False,False,True,True
89801,True,False,False,True,True
89815,True,False,False,True,True
89832,True,False,False,True,True
89803,True,,,,
89834,True,False,False,True,True
89835,True,False,False,True,True
89822,True,False,False,True,True
89833,True,False,False,True,True
89831,True,False,False,True,True
89826,True,False,False,True,True
89447,True,False,False,True,True
89429,True,False,False,True,False
89428,True,False,False,True,False
89430,True,False,False,True,True
89403,True,False,False,True,True
89041,True,,,,
89020,True,False,False,True,False
89045,True,False,False,True,True
89049,True,False,False,True,True
89003,True,False,False,True,False
89409,True,False,False,True,False
89023,True,,,,
89061,True,False,False,True,False
89048,True,False,False,True,False
89060,True,False,False,True,True
89022,True,False,False,True,False
89431,True,False,False,True,False
89511,True,False,False,True,True
89523,True,False,False,True,False
89504,True,,,,
89412,True,False,False,True,True
89442,True,False,False,True,True
89435,True,,,,
89439,True,False,False,False,True
89432,True,,,,
89434,True,False,False,True,False
89521,True,False,False,True,True
89506,True,False,False,True,False
89570,True,,,,
89501,True,False,False,True,False
89512,True,False,False,True,False
89451,True,False,False,True,True
89704,True,False,False,True,True
89424,True,False,False,True,True
89436,True,False,False,True,False
89519,True,False,False,True,False
89513,True,,,,
89507,True,,,,
89595,True,,,,
89599,True,,,,
89503,True,False,False,True,False
89402,True,False,False,True,False
89515,True,,,,
89557,True,,,,
89441,True,False,False,True,True
89502,True,False,False,True,False
89450,True,False,False,True,False
89533,True,,,,
89433,True,False,False,True,False
89509,True,False,False,True,False
89510,True,False,False,True,True
89508,True,False,False,True,True
89505,True,,,,
89318,True,False,False,True,True
89317,True,False,False,True,True
89314,True,False,False,True,False
89311,True,False,False,True,True
89319,True,False,False,True,False
89301,True,False,False,True,True
89712,True,,,,
89713,True,,,,
89721,True,,,,
89714,True,,,,
89702,True,False,False,True,False
89711,True,,,,
3253,False,False,False,True,False
3218,False,False,True,True,False
3299,False,,,,
3220,False,False,False,True,False
3256,False,False,False,True,False
3837,False,False,False,True,False
3809,False,False,True,True,False
3246,False,False,False,True,False
3254,False,False,False,False,False
3276,False,False,False,False,False
3289,False,,,,
3252,False,,,,
3249,False,False,False,True,False
3226,False,False,False,True,False
3810,False,False,False,True,False
3225,False,False,True,True,False
3237,False,False,False,True,False
3269,False,False,False,True,False
3431,False,False,False,True,False
3602,False,False,False,True,False
3467,False,False,False,True,False
3469,False,,,,
3451,False,False,False,True,False
3447,False,False,False,True,False
3456,False,False,False,True,False
3446,False,False,False,True,False
3462,False,False,False,True,False
3466,False,False,False,True,False
3435,False,,,,
3464,False,False,False,True,False
3604,False,False,False,True,False
3443,False,False,False,True,False
3461,False,False,False,True,False
3609,False,False,False,True,False
3450,False,False,False,True,False
3457,False,False,False,True,False
3470,False,False,False,True,False
3608,False,False,False,True,False
3465,False,False,False,True,False
3455,False,False,False,True,False
3441,False,False,False,True,False
3444,False,False,False,True,False
3445,False,False,False,True,False
3448,False,False,False,True,False
3593,True,False,False,True,False
3592,True,False,False,True,False
3583,True,False,False,True,False
3588,True,False,False,True,False
3574,True,False,False,True,False
3582,True,False,False,True,False
3570,True,False,False,True,False
3576,True,False,False,True,False
3579,True,False,False,False,False
3589,True,,,,
3595,True,False,False,True,False
3598,True,False,False,True,False
3581,True,False,False,True,False
3584,True,False,False,True,False
3590,True,False,False,True,False
3575,True,False,False,True,False
3597,True,False,False,True,False
3245,False,False,False,True,False
3282,False,False,False,True,False
3774,False,False,False,True,False
3784,False,False,False,True,False
3748,False,False,False,True,False
3215,False,False,False,True,False
3780,False,False,False,True,False
3217,False,False,False,True,False
3750,False,False,False,True,False
3240,False,False,False,True,False
3585,False,False,False,True,False
3238,False,False,False,True,False
3222,False,False,False,True,False
3251,False,False,False,True,False
3241,False,False,False,True,False
3262,False,False,False,True,False
3264,False,False,False,True,False
3785,False,False,False,True,False
3779,False,False,False,True,False
3766,False,False,False,True,False
3740,False,False,False,True,False
3580,False,False,False,True,False
3279,False,False,False,True,False
3266,False,False,False,True,False
3285,False,False,False,True,False
3741,False,False,False,True,False
3768,False,False,False,True,False
3771,False,False,False,True,False
3753,False,False,False,False,False
3756,False,,,,
3769,False,,,,
3223,False,False,False,True,False
3755,False,False,False,True,False
3777,False,False,False,True,False
3749,False,,,,
3561,False,False,False,True,False
3586,False,False,False,True,False
3243,False,False,False,False,False
3765,False,False,False,True,False
3033,True,False,True,True,False
3086,True,False,False,True,False
3108,True,,,,
3449,True,False,False,True,False
3051,True,False,True,True,False
3054,True,False,False,True,False
3062,True,False,True,True,False
3055,True,False,False,True,False
3045,True,False,False,True,False
3052,True,False,True,True,False
3049,True,False,True,True,False
3109,True,False,True,True,False
3101,True,False,False,True,False
3060,True,False,True,True,False
3064,True,False,False,True,False
3082,True,False,False,True,False
3070,True,False,False,True,False
3084,True,False,False,True,False
3057,True,False,False,True,False
3110,True,False,False,True,False
3111,True,,,,
3063,True,False,False,True,False
3244,True,False,False,True,False
3281,True,False,False,True,False
3071,True,False,True,True,False
3105,True,,,,
3043,True,False,False,True,False
3102,True,False,False,True,False
3076,True,False,True,True,False
3061,True,,,,
3031,True,False,False,True,False
3106,True,False,True,False,False
3442,True,False,False,True,False
3047,True,False,False,True,False
3440,True,False,False,True,False
3048,True,False,True,True,False
3468,True,,,,
3303,False,False,False,False,False
3221,False,False,False,False,False
3224,False,False,False,False,False
3229,False,False,False,False,False
3046,False,False,False,False,False
3216,False,False,False,False,False
3233,False,False,False,False,False
3273,False,False,False,False,False
3231,False,False,False,False,False
3301,False,False,False,False,False
3278,False,False,False,False,False
3287,False,False,False,False,False
3258,False,False,False,False,False
3305,False,,,,
3257,False,False,False,False,False
3302,False,,,,
3260,False,False,False,False,False
3242,False,False,False,False,False
3268,False,False,False,False,False
3235,False,False,False,False,False
3304,False,False,False,False,False
3272,False,,,,
3230,False,False,False,False,False
3307,False,False,False,False,False
3275,False,False,True,False,False
3255,False,False,False,False,False
3044,True,False,True,True,False
3825,True,False,True,True,False
3819,True,False,True,True,False
3857,True,False,True,True,False
3840,True,False,True,True,False
3291,True,False,True,True,False
3803,True,,,,
3042,True,False,True,True,False
3036,True,False,True,True,False
3841,True,False,True,True,False
3848,True,False,True,True,False
3811,True,False,True,True,False
3871,True,False,True,True,False
3032,True,False,True,True,False
3053,True,False,True,True,False
3873,True,False,True,True,False
3844,True,False,True,True,False
3858,True,False,True,True,False
3854,True,False,True,True,False
3862,True,False,True,True,False
3856,True,False,True,True,False
3041,True,,,,
3034,True,False,True,True,False
3073,True,,,,
3802,True,,,,
3103,True,False,True,True,False
3263,True,False,True,False,False
3234,True,False,True,False,False
3801,True,False,True,True,False
3827,True,False,True,True,False
3885,True,False,True,True,False
3874,True,False,True,True,False
3104,True,False,True,True,False
3079,True,False,True,True,False
3842,True,False,True,True,False
3826,True,False,True,True,False
3884,True,False,True,True,False
3865,True,False,True,True,False
3037,True,False,True,True,False
3038,True,False,True,True,False
3077,True,False,True,True,False
3087,True,False,True,True,False
3261,True,False,True,True,False
3290,True,False,True,True,False
3824,True,False,True,True,False
3833,True,False,True,True,False
3843,True,,,,
3870,True,False,True,True,False
3859,True,,,,
8225,True,False,True,True,True
8326,True,False,True,True,False
8405,True,,,,
8203,True,False,True,True,False
8232,True,False,True,True,True
8201,True,False,True,True,True
8401,True,False,True,True,True
8341,True,False,True,True,False
8217,True,False,True,True,False
8241,True,False,True,True,True
8215,True,False,True,True,True
8346,True,False,True,True,False
8342,True,,,,
8234,True,False,True,True,True
8406,True,False,True,True,False
8402,True,False,True,True,False
8317,True,False,True,True,True
8231,True,,,,
8220,True,,,,
8205,True,False,True,True,True
8244,True,False,True,True,True
8330,True,False,True,True,True
8319,True,False,True,True,True
8350,True,False,True,True,True
8213,True,,,,
8221,True,False,True,True,True
8403,True,False,True,True,False
8404,True,,,,
8240,True,False,True,True,True
7010,True,False,True,False,False
7436,True,False,True,False,False
7463,True,False,True,False,False
7621,True,False,True,False,False
7608,True,False,True,False,False
7626,True,False,True,False,False
7666,True,False,True,False,False
7660,True,False,True,False,False
7662,True,False,True,False,False
7020,True,False,True,False,False
7417,True,False,True,False,True
7450,True,False,True,False,True
7601,True,False,True,False,False
7648,True,False,True,False,True
7675,True,False,True,False,False
7073,True,False,True,False,False
7627,True,False,True,False,False
7653,True,,,,
7495,True,False,True,False,False
7699,True,,,,
7031,True,False,True,False,False
7047,True,False,True,False,False
7057,True,False,True,False,False
7401,True,False,True,False,False
7407,True,False,True,False,False
7506,True,False,True,True,False
7481,True,False,True,False,True
7630,True,False,True,False,False
7644,True,False,True,False,False
7650,True,False,True,False,False
7606,True,False,True,False,False
7657,True,False,True,False,False
7423,True,False,True,False,False
7024,True,False,True,False,False
7055,True,False,True,True,False
7071,True,False,True,False,False
7632,True,False,True,False,False
7645,True,False,True,False,False
7641,True,False,True,False,False
7075,True,False,True,False,False
7607,True,False,True,False,False
7647,True,False,True,False,False
7620,True,False,True,False,True
7026,True,False,True,False,False
7032,True,False,True,False,False
7070,True,False,True,False,False
7458,True,False,True,False,False
7628,True,False,True,False,False
7624,True,False,True,False,False
7643,True,False,True,False,False
7022,True,False,True,False,False
7072,True,False,True,False,False
7074,True,False,True,False,False
7430,True,False,True,False,True
7452,True,False,True,False,False
7446,True,False,True,False,False
7605,True,False,True,False,False
7631,True,False,True,False,False
7649,True,False,True,False,False
7604,True,False,True,False,False
7640,True,False,True,False,False
7652,True,False,True,False,False
7676,True,False,True,False,True
7670,True,False,True,False,False
7663,True,False,True,False,False
7451,True,,,,
7410,True,False,True,False,False
7603,True,False,True,False,False
7646,True,False,True,False,False
7642,True,False,True,False,False
7661,True,False,True,False,False
7656,True,False,True,False,False
7677,True,False,True,False,False
7432,True,False,True,False,False
7602,True,,,,
8012,True,False,True,False,False
8109,True,False,True,False,False
8108,True,False,True,False,False
8029,True,False,True,False,False
8002,True,False,True,False,False
8037,True,False,True,True,True
8033,True,False,True,False,False
8049,True,False,True,False,False
8081,True,False,True,False,True
8035,True,False,True,False,False
8009,True,False,True,False,True
8043,True,False,True,False,False
8065,True,False,True,False,False
8052,True,False,True,False,False
8080,True,False,True,False,False
8084,True,False,True,False,False
8106,True,False,True,False,False
8105,True,False,True,False,False
8101,True,,,,
8003,True,False,True,False,False
8021,True,False,True,False,True
8030,True,False,True,False,False
8083,True,False,True,False,False
8103,True,False,True,False,False
8091,True,False,True,False,False
8102,True,False,True,False,False
8045,True,False,True,False,False
8110,True,False,True,False,False
8099,True,,,,
8095,True,False,True,False,True
8018,True,,,,
8007,True,False,True,False,False
8026,True,False,True,False,False
8078,True,False,True,False,False
8004,True,False,True,False,True
8034,True,False,True,False,False
8107,True,False,True,False,False
8059,True,False,True,False,False
8104,True,False,True,False,False
8089,True,False,True,False,True
8031,True,False,True,False,False
8353,True,False,True,True,False
8340,True,False,True,True,True
8324,True,False,True,True,True
8313,True,,,,
8332,True,False,True,True,True
8302,True,False,True,True,True
8270,True,False,True,True,True
8361,True,False,True,True,True
8321,True,False,True,True,True
8320,True,False,True,True,False
8345,True,False,True,True,True
8329,True,False,True,True,True
8311,True,False,True,True,True
8349,True,False,True,True,True
8348,True,False,True,True,False
8316,True,False,True,True,True
8314,True,False,True,True,True
8327,True,False,True,True,False
8352,True,False,True,True,False
8318,True,False,True,False,True
8310,True,False,True,True,True
8315,True,,,,
8323,True,False,True,True,True
8362,True,,,,
7052,True,False,True,True,False
7068,True,False,True,True,False
7102,True,False,True,True,False
7108,True,False,True,True,False
7109,True,False,True,True,False
7107,True,False,True,True,False
7003,True,False,True,True,False
7021,True,False,True,True,False
7042,True,False,True,True,False
7106,True,False,True,True,False
7044,True,False,True,True,False
7050,True,False,True,True,False
7104,True,False,True,True,False
7101,True,,,,
7009,True,False,True,True,False
7039,True,False,True,True,True
7017,True,False,True,True,False
7004,True,False,True,True,False
7041,True,False,True,True,False
7175,True,,,,
7007,True,,,,
7051,True,,,,
7018,True,False,True,True,False
7079,True,False,True,True,False
7103,True,False,True,True,False
7112,True,False,True,True,False
7028,True,False,True,True,False
7019,True,,,,
7105,True,False,True,True,False
8051,True,False,True,False,False
8098,True,False,True,False,False
8328,True,False,True,False,False
8061,True,False,True,False,False
8085,True,False,True,False,False
8096,True,False,True,False,False
8322,True,False,True,False,False
8312,True,False,True,False,False
8074,True,False,True,False,False
8071,True,False,True,False,False
8028,True,False,True,False,False
8063,True,False,True,False,False
8086,True,False,True,False,False
8093,True,False,True,False,False
8097,True,False,True,False,False
8056,True,False,True,False,False
8014,True,False,True,False,False
8094,True,False,True,False,True
8360,True,False,True,True,True
8062,True,False,True,False,False
8343,True,False,True,False,False
8025,True,,,,
8020,True,False,True,False,False
8066,True,False,True,False,False
8090,True,False,True,False,False
8032,True,,,,
8027,True,False,True,False,False
8344,True,False,True,False,True
8039,True,False,True,False,False
7303,True,,,,
7087,True,False,True,False,False
7310,True,False,True,False,False
7002,True,False,True,False,False
7302,True,False,True,False,False
7311,True,False,True,False,False
7097,True,,,,
7093,True,False,True,False,False
7304,True,False,True,False,False
7030,True,False,True,False,False
7094,True,False,True,False,False
7307,True,False,True,False,False
7096,True,,,,
7099,True,,,,
7029,True,False,True,False,False
7086,True,False,True,False,False
7305,True,False,True,False,False
7306,True,False,True,False,False
7399,True,,,,
8833,True,False,False,True,False
7865,True,False,False,False,False
8801,True,False,False,True,False
8559,True,False,True,True,False
8551,True,False,True,True,False
7831,True,,,,
8803,True,,,,
7830,True,False,False,True,False
8802,True,False,False,True,False
8825,True,False,True,True,False
8848,True,False,True,True,False
8804,True,False,False,True,False
8887,True,False,False,True,False
8885,True,,,,
8876,True,False,True,False,False
8809,True,False,False,True,False
8867,True,False,False,True,False
8868,True,,,,
8888,True,,,,
7882,True,False,False,False,False
8822,True,False,True,True,False
8889,True,False,True,True,True
8827,True,False,False,True,False
8556,True,,,,
8870,True,,,,
8557,True,,,,
8829,True,False,False,True,False
8826,True,False,False,True,False
8858,True,False,True,True,False
8853,True,False,True,False,False
7979,True,False,True,True,False
8512,True,False,True,True,False
8501,True,False,True,True,False
8610,True,False,True,True,False
8542,True,False,True,True,False
8628,True,False,True,True,False
8604,True,,,,
8601,True,,,,
8534,True,False,True,True,False
8607,True,,,,
8540,True,False,True,True,True
8638,True,False,True,True,False
8648,True,False,True,True,False
8515,True,False,True,False,False
8543,True,,,,
8602,True,,,,
8550,True,False,True,True,False
8629,True,False,True,True,False
8544,True,,,,
8561,True,False,True,True,False
8520,True,False,True,True,False
8691,True,False,True,True,False
8618,True,False,True,True,False
8650,True,,,,
8606,True,,,,
8603,True,,,,
8608,True,False,True,True,False
8619,True,False,True,True,False
8690,True,False,True,True,False
8620,True,False,True,True,False
8605,True,,,,
8609,True,False,True,True,False
8611,True,False,True,True,False
8902,True,False,True,True,False
8882,True,False,True,True,False
7064,True,False,True,True,False
7735,True,False,True,True,False
8536,True,False,True,True,False
8828,True,False,True,True,False
8903,True,,,,
7008,True,False,True,True,False
8816,True,False,True,True,False
8830,True,False,True,True,False
8832,True,False,True,True,False
8857,True,False,True,True,False
7747,True,False,True,True,False
8863,True,False,True,True,False
8855,True,,,,
8933,True,,,,
7001,True,False,True,True,False
8817,True,False,True,True,False
8862,True,,,,
8884,True,False,True,True,False
7095,True,False,True,True,False
8810,True,False,True,True,False
8818,True,,,,
8852,True,False,True,True,False
8859,True,False,True,True,False
8904,True,False,True,True,False
8805,True,False,True,False,False
8879,True,False,True,True,False
8823,True,False,True,False,False
8824,True,False,True,True,False
8850,True,False,True,True,False
8861,True,False,True,True,False
8872,True,False,True,True,False
8901,True,False,True,True,False
7721,True,False,True,True,False
7751,True,False,True,True,False
7077,True,False,True,True,False
8831,True,False,True,True,True
8840,True,False,True,True,False
8846,True,False,True,True,False
8837,True,False,True,True,False
7726,True,False,True,True,False
8528,True,False,True,False,False
8906,True,,,,
8899,True,,,,
7727,True,False,True,True,False
7723,True,False,True,True,False
7738,True,False,True,True,False
7754,True,,,,
7739,True,False,True,True,False
8736,True,False,True,True,False
7718,True,False,True,True,False
7701,True,False,True,True,False
7712,True,False,True,True,False
7732,True,False,True,True,False
7760,True,False,True,True,False
7764,True,False,True,True,False
8750,True,False,True,True,False
7752,True,,,,
8555,True,False,True,True,False
7704,True,False,True,True,False
7746,True,False,True,True,False
7762,True,False,True,True,False
8730,True,False,True,True,False
7711,True,False,True,True,False
7710,True,,,,
7740,True,False,True,True,False
7748,True,False,True,True,False
8720,True,False,True,True,False
7703,True,False,True,True,False
7733,True,False,True,True,False
7719,True,False,True,True,False
7750,True,False,True,True,False
8535,True,False,True,True,False
7763,True,,,,
7799,True,,,,
7724,True,False,True,True,False
7730,True,False,True,True,False
7737,True,False,True,True,False
7757,True,False,True,True,False
7758,True,False,True,True,False
8562,True,False,True,False,False
7720,True,False,True,True,False
7765,True,,,,
7716,True,False,True,True,False
7753,True,False,True,True,False
8510,True,False,True,True,False
7755,True,False,True,True,False
7702,True,False,True,True,False
7717,True,False,True,True,False
7734,True,False,True,True,False
7722,True,False,True,True,True
7756,True,False,True,True,False
7927,True,False,False,True,False
7457,True,False,True,True,False
7935,True,False,False,True,False
7082,True,False,True,True,False
7405,True,False,True,True,False
7852,True,False,False,True,False
7849,True,False,False,True,False
7936,True,False,True,True,False
7933,True,False,True,True,False
7932,True,False,True,True,False
7930,True,False,True,True,False
7970,True,False,False,True,False
7054,True,False,False,True,False
7828,True,False,False,True,False
7836,True,False,False,True,False
7976,True,False,True,True,False
7962,True,,,,
7058,True,False,True,True,False
7801,True,False,False,True,False
7850,True,False,False,True,False
7866,True,False,False,True,False
7945,True,False,True,True,False
7878,True,False,False,True,False
7870,True,False,False,True,False
7034,True,False,False,True,False
7940,True,False,False,True,False
7926,True,False,False,True,False
7961,True,False,False,True,False
7845,True,,,,
7005,True,False,False,True,False
7834,True,False,False,True,False
7856,True,False,False,True,False
7847,True,False,False,True,False
7928,True,False,True,True,False
7885,True,False,False,True,False
7980,True,False,True,True,False
7802,True,,,,
7857,True,False,False,True,False
7035,True,False,True,True,False
7045,True,False,True,True,False
7444,True,False,True,True,False
7803,True,False,False,True,False
7869,True,False,False,True,False
7920,True,False,True,False,False
7960,True,False,True,True,False
7950,True,False,False,True,False
7931,True,False,True,False,False
7924,True,False,True,False,False
7981,True,False,False,True,False
7046,True,False,False,True,False
7963,True,,,,
7853,True,False,False,True,True
7876,True,False,False,True,False
7946,True,False,True,True,False
7934,True,False,True,False,False
7440,True,False,False,True,False
7806,True,,,,
7842,True,False,False,True,False
8734,True,False,True,False,True
8757,True,False,True,False,True
8759,True,False,True,False,True
8758,True,False,True,False,True
8754,True,,,,
8514,True,False,True,True,True
8527,True,False,True,False,True
8753,True,False,True,False,False
8741,True,False,True,False,False
8739,True,,,,
7728,True,False,True,True,True
8006,True,False,True,False,False
7731,True,False,True,True,True
8721,True,False,True,False,False
8723,True,False,True,False,False
8733,True,False,True,False,True
8087,True,False,True,False,True
8722,True,False,True,False,False
8742,True,False,True,False,False
8751,True,False,True,False,False
8731,True,False,True,False,True
8752,True,False,True,False,False
8732,True,False,True,False,False
8701,True,False,True,False,False
8533,True,False,True,False,True
8008,True,False,True,False,True
8050,True,False,True,False,True
8735,True,False,True,False,False
8740,True,False,True,False,False
8755,True,False,True,False,True
8005,True,False,True,False,True
8092,True,False,True,False,True
8724,True,False,True,False,False
8738,True,False,True,False,False
7013,True,False,True,True,False
7012,True,False,True,True,False
7424,True,False,True,True,False
7508,True,False,True,True,False
7522,True,False,True,True,False
7474,True,,,,
7503,True,False,True,True,False
7015,True,,,,
7421,True,False,True,True,True
7403,True,False,True,True,False
7507,True,,,,
7501,True,False,True,True,False
7512,True,False,True,True,False
7480,True,False,True,True,True
7505,True,False,True,True,False
7511,True,,,,
7538,True,,,,
7543,True,,,,
7504,True,False,True,True,False
7514,True,False,True,True,False
7465,True,False,True,True,False
7420,True,False,True,True,False
7470,True,False,True,True,False
7460,True,False,True,True,False
7524,True,False,True,True,False
7442,True,False,True,True,False
7510,True,,,,
7014,True,False,True,True,False
